Cikkszám;Termék Név;Nettó Ár;Bruttó Ár;Raktárkészlet;Rövid Leírás;Tulajdonságok;Egység;Link;Kép Link;Kategória;Alternatív Kategória 1;Alternatív Kategória 2;Alternatív Kategória 3;Alternatív Kategória 4;Márka;Méret;Feszültség;Magasság(mm);Átmérõ;Kiszerelés;Elem / Csomag;EAN;Funkció;Kapacitás(mAh);Kapacitás;Töltési idõ;Védelem;Töltési ciklus;Tartósság;Családnév;Csomag / Doboz;Doboz / Gyûjtõ;Gyûjtõ / Raklap;Élettartam;Foglalat;Világítási szög;Fényáram/Teljesítmény;Kapcsolási szám;Energiahatékonyság;Színhõmérséklet;Fényáram;Kapacitás(Ah);Kapacitás(20hr);Csatlakozó;Szélesség(mm);Hosszúság(mm);Teljes Magasság(mm);Adatlap;Alkalmazás;Csatlakozók;Teljesítmény;Fény színe;Szín;Mikrofon;Technológia;Frekvencia átvitel (hz);Impedancia;Hangszórók átmérõje (mm);Csatlakozás;Kábel hossza (m);Vegyület;Felhasználás;Alternativ típus;Csatlakozó típusa;Kivitel;Töltési hõmérséklet tartomány;Kisütési hõmérséklet tartomány;Katalógus;Kézikönyv;Teljesítmény (10 min);Kapacitás(minimum);IEC;Kapacitás(tipikus);Régi cikkszám;Panasonic Ni-Mh kézikönyv;Gyártói cikkszám;Hõmérséklet tartomány;Névleges áram;Darab / tálca;Darab / doboz;Maximális áram;Angol megnevezés;Katalógusoldal;Fény hatótávolsága;Világítási idõ;LED típusa;Áramforrás;Üzemidõ(h);Fény hatótávolsága(m);Átalakítás célja;Kompatibilis;db/karton;Széria;Tölthetõ;Használati útmutató
MOPPEL-9874;Led Lenser MOPPEL-9874 LED lámpa  ;2354;2990;Van;;Csavarja el a fejét! Kedves kislányfigura, kezei és lábai állíthatóak. 7 váltakozó színnel világító üvegfeje hangulatossá teszi a szobát, kezében tollat és jegyzetcédulát tud tartani. Mágneses lábával fém felületekhez tapad. A 7 színû LED az AA/ceruza elemmel sok órán keresztül világít.;db;http://kapacitas.hu/Led-Lenser-MOPPEL-9874-LED-lampa;http://pictures.akku.hu/ledlenser/MOPPEL-9874-1.jpg|http://pictures.akku.hu/ledlenser/MOPPEL-9874.jpg;Világítástechnika|Lámpák|Moppel ajándékok;;;;;Led Lenser;;;;;;;4,02911E+12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nem;http://datasheets.akku.hu/ledlenser/9874_2A_Candlegirl_HUT.pdf
